Zip,State
56113,MN
88587,TX
27962,NC
92068,CA
14873,NY
52731,IA
23518,VA
57249,SD
61840,IL
49088,MI
17889,PA
84730,UT
78253,TX
63473,MO
49831,MI
67053,KS
47933,IN
61722,IL
28405,NC
11025,NY
36768,AL
26254,WV
62092,IL
36461,AL
54722,WI
67016,KS
88220,NM
53218,WI
61331,IL
74832,OK
39753,MS
62340,IL
37160,TN
68352,NE
78723,TX
50657,IA
45367,OH
14231,NY
50127,IA
94576,CA
45056,OH
58102,ND
75505,TX
90261,CA
62612,IL
60927,IL
79065,TX
19121,PA
48214,MI
91976,CA
30272,GA
77868,TX
50210,IA
87553,NM
7009,NJ
55947,MN
92325,CA
88351,NM
20827,MD
87083,NM
45204,OH
97108,OR
13155,NY
84756,UT
70540,LA
32119,FL
40865,KY
80233,CO
4986,ME
1821,MA
37098,TN
5739,VT
42285,KY
1937,MA
11598,NY
23943,VA
35633,AL
34106,FL
33840,FL
26681,WV
61415,IL
96117,CA
34428,FL
75137,TX
77018,TX
83705,ID
50306,IA
50073,IA
47633,IN
55804,MN
24025,VA
95340,CA
43431,OH
20782,MD
67023,KS
14047,NY
43981,OH
94703,CA
6033,CT
37422,TN
13810,NY
41649,KY
72611,AR
20101,VA
34145,FL
63456,MO
94188,CA
79080,TX
54733,WI
12816,NY
87461,NM
74857,OK
66210,KS
95073,CA
74962,OK
92886,CA
1026,MA
60969,IL
63015,MO
88526,TX
73118,OK
73933,OK
65111,MO
79103,TX
67758,KS
7081,NJ
43719,OH
51036,IA
60655,IL
78653,TX
65110,MO
43961,OH
83436,ID
23921,VA
91798,CA
68801,NE
53703,WI
61476,IL
14892,NY
77720,TX
84109,UT
1452,MA
75402,TX
60634,IL
97211,OR
93216,CA
38946,MS
84308,UT
62286,IL
73143,OK
29670,SC
55949,MN
48856,MI
49884,MI
46203,IN
59801,MT
53816,WI
13642,NY
65001,MO
21665,MD
76533,TX
23430,VA
26241,WV
29598,SC
49464,MI
14856,NY
35468,AL
90006,CA
74755,OK
56590,MN
62514,IL
25969,WV
56153,MN
57476,SD
98540,WA
50837,IA
62021,IL
15009,PA
79503,TX
4859,ME
28778,NC
28211,NC
18657,PA
17580,PA
45669,OH
16804,PA
59604,MT
49782,MI
94805,CA
44429,OH
45233,OH
70820,LA
49760,MI
52072,IA
86332,AZ
25812,WV
36349,AL
78042,TX
7847,NJ
96160,CA
2118,MA
36035,AL
6378,CT
55322,MN
78558,TX
13622,NY
64173,MO
97818,OR
60482,IL
34278,FL
52236,IA
54440,WI
8324,NJ
36868,AL
71454,LA
98837,WA
17027,PA
78115,TX
73071,OK
19977,DE
72923,AR
83839,ID
60099,IL
95665,CA
18601,PA
56537,MN
7428,NJ
35754,AL
32351,FL
68642,NE
84528,UT
22558,VA
28025,NC
88549,TX
6487,CT
48357,MI
2209,MA
53569,WI
12419,NY
70117,LA
71234,LA
43156,OH
28340,NC
18660,PA
62949,IL
42451,KY
73402,OK
75882,TX
16861,PA
56230,MN
58553,ND
40014,KY
2325,MA
75692,TX
13472,NY
94291,CA
11043,NY
19460,PA
35896,AL
41549,KY
77726,TX
11716,NY
30396,GA
91412,CA
66967,KS
49319,MI
75374,TX
27829,NC
4768,ME
52160,IA
28173,NC
97001,OR
5494,VT
68442,NE
53949,WI
78381,TX
86335,AZ
46511,IN
68701,NE
33314,FL
82201,WY
80203,CO
79847,TX
20714,MD
92007,CA
78608,TX
23017,VA
96839,HI
16066,PA
74426,OK
94627,CA
80014,CO
41015,KY
28128,NC
48614,MI
25986,WV
93102,CA
87123,NM
60554,IL
39042,MS
77336,TX
47740,IN
3839,NH
33867,FL
55579,MN
58562,ND
78726,TX
73047,OK
77067,TX
83803,ID
41004,KY
99510,AK
47670,IN
95589,CA
62031,IL
50252,IA
74735,OK
68954,NE
15801,PA
30573,GA
11792,NY
43913,OH
34434,FL
54107,WI
55719,MN
17868,PA
77534,TX
83723,ID
2066,MA
49351,MI
15205,PA
49814,MI
63128,MO
72854,AR
67205,KS
81328,CO
4923,ME
12474,NY
70342,LA
52038,IA
91747,CA
14827,NY
20565,DC
33303,FL
72316,AR
14504,NY
54492,WI
49111,MI
85216,AZ
73855,OK
77437,TX
57034,SD
93251,CA
78713,TX
8825,NJ
42742,KY
95670,CA
92657,CA
75566,TX
94138,CA
73169,OK
6807,CT
70529,LA
68022,NE
62265,IL
10603,NY
24148,VA
96778,HI
18229,PA
63662,MO
44308,OH
4662,ME
31780,GA
21651,MD
61071,IL
98376,WA
59276,MT
77838,TX
71971,AR
19720,DE
12517,NY
30213,GA
4854,ME
76365,TX
42069,KY
37840,TN
94931,CA
90010,CA
85303,AZ
80553,CO
41171,KY
68967,NE
78630,TX
85911,AZ
22570,VA
48027,MI
8310,NJ
60072,IL
4123,ME
39407,MS
87566,NM
5903,VT
32516,FL
97326,OR
97602,OR
21912,MD
32308,FL
31532,GA
61834,IL
94591,CA
97820,OR
78260,TX
43699,OH
48466,MI
97760,OR
77061,TX
29458,SC
28748,NC
26764,WV
28167,NC
68059,NE
50570,IA
40150,KY
91337,CA
79944,TX
18515,PA
75417,TX
16821,PA
36866,AL
95939,CA
43240,OH
5485,VT
74720,OK
78756,TX
58529,ND
26229,WV
98050,WA
43964,OH
18630,PA
99607,AK
60504,IL
69042,NE
47857,IN
19331,PA
85745,AZ
1441,MA
52314,IA
82609,WY
74845,OK
6277,CT
18844,PA
27705,NC
19885,DE
4652,ME
68506,NE
72930,AR
48160,MI
38363,TN
50629,IA
75663,TX
28662,NC
85645,AZ
38223,TN
7979,NJ
64151,MO
66071,KS
94535,CA
62958,IL
34953,FL
4033,ME
92308,CA
98503,WA
64084,MO
71411,LA
1008,MA
30259,GA
75472,TX
40447,KY
1982,MA
5875,VT
74027,OK
8074,NJ
90089,CA
41099,KY
22850,VA
57020,SD
77007,TX
63784,MO
12181,NY
16544,PA
49289,MI
15368,PA
51201,IA
11854,NY
66732,KS
53589,WI
49031,MI
78604,TX
61930,IL
21036,MD
27559,NC
66533,KS
30510,GA
42001,KY
74070,OK
29425,SC
36124,AL
52538,IA
62266,IL
48383,MI
93560,CA
85046,AZ
14515,NY
82837,WY
48441,MI
98643,WA
48079,MI
4684,ME
48873,MI
48501,MI
31045,GA
49645,MI
49845,MI
27306,NC
50037,IA
54964,WI
92567,CA
54203,WI
30369,GA
85015,AZ
5344,VT
25565,WV
72602,AR
82942,WY
38482,TN
50067,IA
40953,KY
97867,OR
43914,OH
48336,MI
22185,VA
60079,IL
70569,LA
81655,CO
35285,AL
35405,AL
89407,NV
2065,MA
44511,OH
69163,NE
4864,ME
97623,OR
59270,MT
5150,VT
45866,OH
70837,LA
92804,CA
92506,CA
44839,OH
80515,CO
89413,NV
34945,FL
80447,CO
75320,TX
59482,MT
67062,KS
65607,MO
45335,OH
71064,LA
57461,SD
14563,NY
1468,MA
23804,VA
16914,PA
95832,CA
29488,SC
38376,TN
72199,AR
32958,FL
50012,IA
28587,NC
46766,IN
35577,AL
39215,MS
77481,TX
7059,NJ
94403,CA
29333,SC
43501,OH
2638,MA
63126,MO
17964,PA
17111,PA
75959,TX
4423,ME
72916,AR
37065,TN
45429,OH
72340,AR
35586,AL
19640,PA
73435,OK
16160,PA
65439,MO
3608,NH
61043,IL
19717,DE
63069,MO
25049,WV
27948,NC
39360,MS
87711,NM
45013,OH
77642,TX
26178,WV
18255,PA
4848,ME
12871,NY
56567,MN
49280,MI
72041,AR
22824,VA
1355,MA
21930,MD
8243,NJ
17311,PA
84701,UT
55017,MN
33239,FL
46534,IN
20187,VA
17864,PA
24063,VA
30241,GA
98856,WA
38327,TN
61454,IL
62471,IL
30371,GA
16644,PA
32182,FL
17954,PA
96028,CA
7963,NJ
3816,NH
70879,LA
93505,CA
75447,TX
28109,NC
56529,MN
83220,ID
72842,AR
44646,OH
12130,NY
43736,OH
13137,NY
5074,VT
43344,OH
82727,WY
45240,OH
93260,CA
75393,TX
23941,VA
93622,CA
59925,MT
78123,TX
24853,WV
10199,NY
12431,NY
16407,PA
12166,NY
5765,VT
98446,WA
94586,CA
1864,MA
55929,MN
49450,MI
26289,WV
24851,WV
32219,FL
36115,AL
45110,OH
45813,OH
97145,OR
36640,AL
45662,OH
72660,AR
72683,AR
33784,FL
25419,WV
28407,NC
38577,TN
22646,VA
76885,TX
23156,VA
84306,UT
97343,OR
58074,ND
27877,NC
38012,TN
63138,MO
55970,MN
71343,LA
25823,WV
31022,GA
1344,MA
15464,PA
37133,TN
65662,MO
47808,IN
56246,MN
72458,AR
19530,PA
62993,IL
38352,TN
54006,WI
63431,MO
5828,VT
49930,MI
61241,IL
71202,LA
92133,CA
6493,CT
99212,WA
13865,NY
88120,NM
50575,IA
17023,PA
75702,TX
18433,PA
61008,IL
50675,IA
24592,VA
91791,CA
2171,MA
11784,NY
33026,FL
6390,NY
23604,VA
5069,VT
77708,TX
94952,CA
60552,IL
61358,IL
91934,CA
92838,CA
87729,NM
33684,FL
13116,NY
49516,MI
41531,KY
1922,MA
47859,IN
7902,NJ
58480,ND
95192,CA
18461,PA
70116,LA
63941,MO
62464,IL
72315,AR
57737,SD
4554,ME
35137,AL
5822,VT
31566,GA
61028,IL
64438,MO
67559,KS
14445,NY
25931,WV
15423,PA
77090,TX
14454,NY
18459,PA
63951,MO
18612,PA
28228,NC
77434,TX
45684,OH
60470,IL
73734,OK
60638,IL
45696,OH
77460,TX
54957,WI
70377,LA
97639,OR
33266,FL
7055,NJ
83215,ID
30188,GA
81421,CO
50470,IA
24816,WV
29320,SC
31202,GA
92332,CA
21681,MD
6002,CT
26271,WV
95669,CA
25161,WV
58528,ND
40210,KY
85937,AZ
93656,CA
10158,NY
5868,VT
74366,OK
61799,IL
81027,CO
50327,IA
62059,IL
22604,VA
82433,WY
84648,UT
74038,OK
76831,TX
74132,OK
63655,MO
56726,MN
66873,KS
86034,AZ
35288,AL
88250,NM
16352,PA
4673,ME
55315,MN
55125,MN
15362,PA
17074,PA
24290,VA
64446,MO
47872,IN
36013,AL
90716,CA
24942,WV
19956,DE
25203,WV
63177,MO
95037,CA
30139,GA
75790,TX
70160,LA
70663,LA
56685,MN
5359,VT
93610,CA
1704,MA
82332,WY
95934,CA
69171,NE
78362,TX
57522,SD
4253,ME
44805,OH
80821,CO
33897,FL
67108,KS
30233,GA
49735,MI
27301,NC
79223,TX
63753,MO
19040,PA
99181,WA
49317,MI
76185,TX
49892,MI
33157,FL
43016,OH
15554,PA
43506,OH
49818,MI
59447,MT
38145,TN
77412,TX
3894,NH
55046,MN
75704,TX
36527,AL
13066,NY
27886,NC
56098,MN
5738,VT
2346,MA
11960,NY
56260,MN
74570,OK
42070,KY
53943,WI
19098,PA
66032,KS
28334,NC
91912,CA
99361,WA
69138,NE
70112,LA
65635,MO
42301,KY
55082,MN
54119,WI
58727,ND
33093,FL
87068,NM
91357,CA
74339,OK
79051,TX
48453,MI
23450,VA
28123,NC
13352,NY
68524,NE
52207,IA
41701,KY
94175,CA
94407,CA
17773,PA
45688,OH
31304,GA
34674,FL
82633,WY
93429,CA
59645,MT
60107,IL
10567,NY
25337,WV
16617,PA
68375,NE
68718,NE
84321,UT
81232,CO
53076,WI
47393,IN
5151,VT
42337,KY
15666,PA
33008,FL
17370,PA
30720,GA
58230,ND
98939,WA
15063,PA
47801,IN
36548,AL
5253,VT
17303,PA
74046,OK
33319,FL
5660,VT
33762,FL
59006,MT
13021,NY
58109,ND
97240,OR
20871,MD
32641,FL
7458,NJ
1462,MA
70076,LA
65631,MO
93016,CA
23964,VA
98903,WA
68814,NE
90835,CA
16343,PA
67065,KS
78629,TX
45249,OH
77216,TX
23487,VA
64485,MO
12471,NY
5065,VT
78470,TX
55359,MN
20538,DC
32582,FL
53086,WI
57198,SD
58046,ND
11429,NY
98610,WA
92277,CA
54313,WI
7643,NJ
33706,FL
28086,NC
63388,MO
93021,CA
70182,LA
40927,KY
2297,MA
35230,AL
23177,VA
15131,PA
45063,OH
64689,MO
41760,KY
73801,OK
83624,ID
24363,VA
45005,OH
93502,CA
81013,CO
23227,VA
93454,CA
89029,NV
23514,VA
70404,LA
47547,IN
75144,TX
88044,NM
98059,WA
41124,KY
54429,WI
77626,TX
94948,CA
70006,LA
21060,MD
13301,NY
38860,MS
40988,KY
6251,CT
43681,OH
21824,MD
60065,IL
15068,PA
47170,IN
93258,CA
81228,CO
89832,NV
73101,OK
7511,NJ
33875,FL
89047,NV
45837,OH
67260,KS
73125,OK
1094,MA
29813,SC
96086,CA
29206,SC
93709,CA
44504,OH
93644,CA
43930,OH
57216,SD
62635,IL
38869,MS
42458,KY
72634,AR
48047,MI
22217,VA
15120,PA
43937,OH
69160,NE
63472,MO
6409,CT
18622,PA
27640,NC
85312,AZ
98411,WA
24732,WV
37891,TN
16239,PA
7514,NJ
57245,SD
5156,VT
28369,NC
13864,NY
28690,NC
77875,TX
85723,AZ
56737,MN
4444,ME
41366,KY
97045,OR
28630,NC
27849,NC
90312,CA
46868,IN
42160,KY
67650,KS
70712,LA
40175,KY
33296,FL
90212,CA
31421,GA
71055,LA
5874,VT
23515,VA
70142,LA
16936,PA
2806,RI
76842,TX
91102,CA
61012,IL
94246,CA
23974,VA
30025,GA
71401,LA
52164,IA
55902,MN
66692,KS
56050,MN
28274,NC
30123,GA
6104,CT
7605,NJ
37616,TN
49877,MI
66407,KS
20839,MD
71345,LA
22603,VA
54563,WI
62438,IL
37748,TN
57346,SD
46977,IN
45207,OH
70714,LA
44490,OH
1529,MA
10577,NY
10604,NY
21029,MD
20792,MD
98297,WA
38063,TN
52649,IA
45280,OH
57268,SD
87515,NM
76689,TX
70040,LA
4090,ME
1586,MA
35243,AL
39769,MS
59858,MT
65674,MO
69141,NE
6520,CT
90222,CA
90294,CA
30296,GA
58649,ND
45052,OH
38365,TN
27157,NC
59806,MT
77373,TX
92150,CA
73083,OK
51044,IA
37419,TN
67220,KS
44439,OH
29105,SC
70146,LA
34731,FL
97308,OR
28262,NC
65634,MO
16001,PA
20781,MD
5447,VT
58418,ND
67838,KS
83415,ID
83214,ID
77516,TX
61057,IL
14066,NY
21074,MD
94005,CA
28345,NC
1510,MA
8203,NJ
67458,KS
4536,ME
2908,RI
54457,WI
47513,IN
32830,FL
88058,NM
80004,CO
85218,AZ
99710,AK
37345,TN
44750,OH
98841,WA
79783,TX
65659,MO
46280,IN
43504,OH
74055,OK
55312,MN
53941,WI
85733,AZ
74644,OK
67070,KS
62361,IL
45050,OH
29710,SC
33830,FL
68066,NE
54615,WI
44138,OH
76178,TX
46979,IN
67621,KS
53214,WI
93005,CA
89515,NV
45324,OH
61940,IL
92102,CA
62424,IL
86324,AZ
48602,MI
95358,CA
7424,NJ
7758,NJ
22843,VA
28079,NC
4628,ME
38231,TN
67951,KS
13062,NY
94162,CA
76107,TX
37705,TN
85234,AZ
55038,MN
82943,WY
44215,OH
74194,OK
37377,TN
78780,TX
53512,WI
17126,PA
8104,NJ
13665,NY
47455,IN
27893,NC
25028,WV
99299,WA
6722,CT
31764,GA
24528,VA
96068,CA
14716,NY
72384,AR
7730,NJ
14706,NY
83234,ID
34656,FL
7002,NJ
78745,TX
46515,IN
31012,GA
57065,SD
21055,MD
28636,NC
89185,NV
87415,NM
36535,AL
14643,NY
80535,CO
43973,OH
4629,ME
97114,OR
68033,NE
40574,KY
25279,WV
99762,AK
16335,PA
6612,CT
38828,MS
1453,MA
2875,RI
20817,MD
18704,PA
25841,WV
72584,AR
36068,AL
42081,KY
75574,TX
61634,IL
60006,IL
59823,MT
54855,WI
61110,IL
92263,CA
52650,IA
78371,TX
28202,NC
63620,MO
46167,IN
33539,FL
68010,NE
7865,NJ
61744,IL
21661,MD
27291,NC
64672,MO
94720,CA
8608,NJ
68314,NE
37037,TN
42204,KY
81656,CO
59772,MT
30110,GA
76044,TX
98359,WA
85070,AZ
87021,NM
7826,NJ
92591,CA
80751,CO
91804,CA
41667,KY
47003,IN
47427,IN
99614,AK
61084,IL
32530,FL
83843,ID
7642,NJ
45657,OH
92259,CA
11973,NY
62071,IL
28072,NC
28628,NC
77004,TX
43023,OH
21720,MD
17040,PA
61453,IL
77303,TX
78385,TX
68950,NE
31602,GA
45815,OH
80270,CO
36925,AL
95219,CA
63091,MO
20510,DC
55771,MN
98932,WA
76002,TX
17329,PA
26038,WV
19703,DE
75607,TX
71357,LA
4057,ME
50153,IA
68005,NE
22183,VA
60550,IL
76707,TX
29652,SC
60603,IL
91222,CA
29547,SC
3048,NH
11390,NY
20757,MD
73758,OK
59855,MT
48884,MI
1038,MA
72417,AR
47731,IN
38557,TN
90731,CA
7481,NJ
21919,MD
63628,MO
77059,TX
76455,TX
38460,TN
29101,SC
75025,TX
30378,GA
88254,NM
75456,TX
16734,PA
43620,OH
47519,IN
42166,KY
55584,MN
30390,GA
67485,KS
30350,GA
81132,CO
71373,LA
28731,NC
64163,MO
41538,KY
45802,OH
34451,FL
91436,CA
23694,VA
59648,MT
25003,WV
92551,CA
51630,IA
57701,SD
92301,CA
73085,OK
80828,CO
83245,ID
39112,MS
72610,AR
24280,VA
80638,CO
14092,NY
14837,NY
53007,WI
21710,MD
14224,NY
11368,NY
51530,IA
46112,IN
37868,TN
5001,VT
61558,IL
28270,NC
93553,CA
48857,MI
38618,MS
43604,OH
25502,WV
37083,TN
2205,MA
28714,NC
45407,OH
21607,MD
15252,PA
93642,CA
74107,OK
34117,FL
59084,MT
79923,TX
29861,SC
25303,WV
51537,IA
33856,FL
80810,CO
35501,AL
22202,VA
59218,MT
22547,VA
67022,KS
46732,IN
62817,IL
6704,CT
76887,TX
37755,TN
60438,IL
8850,NJ
22742,VA
16911,PA
17404,PA
60474,IL
29364,SC
12075,NY
55076,MN
50223,IA
90213,CA
6351,CT
23870,VA
18326,PA
99653,AK
85005,AZ
31631,GA
37061,TN
78358,TX
23920,VA
21773,MD
19442,PA
23936,VA
99921,AK
30309,GA
20140,VA
29901,SC
51006,IA
93308,CA
34786,FL
56397,MN
95604,CA
44613,OH
47970,IN
2071,MA
18091,PA
79029,TX
76848,TX
79360,TX
47394,IN
50672,IA
30234,GA
56240,MN
49406,MI
83272,ID
26339,WV
18351,PA
26634,WV
35119,AL
91618,CA
72217,AR
72460,AR
15672,PA
77402,TX
74130,OK
54559,WI
17584,PA
36304,AL
62950,IL
46018,IN
22156,VA
95017,CA
37149,TN
90201,CA
92378,CA
14775,NY
49865,MI
15265,PA
15430,PA
49240,MI
80223,CO
25864,WV
56738,MN
67730,KS
74150,OK
83725,ID
49233,MI
40526,KY
6911,CT
83724,ID
10543,NY
19020,PA
43711,OH
28258,NC
27698,NC
17028,PA
45302,OH
27260,NC
63787,MO
70467,LA
93774,CA
19525,PA
93066,CA
92284,CA
52576,IA
24251,VA
47586,IN
84001,UT
49861,MI
6258,CT
32068,FL
62626,IL
30467,GA
5452,VT
43541,OH
53531,WI
50277,IA
75858,TX
28447,NC
45333,OH
74724,OK
6129,CT
62478,IL
24961,WV
56009,MN
57029,SD
56150,MN
67629,KS
80542,CO
77881,TX
92832,CA
12422,NY
38253,TN
28203,NC
21522,MD
87715,NM
93030,CA
17128,PA
30340,GA
38737,MS
98683,WA
49864,MI
43224,OH
36313,AL
29681,SC
70753,LA
58464,ND
65261,MO
70082,LA
65722,MO
83729,ID
23168,VA
97525,OR
57652,SD
57279,SD
87831,NM
50166,IA
55944,MN
47043,IN
38143,TN
50322,IA
45099,OH
58267,ND
96031,CA
96010,CA
77834,TX
29721,SC
37733,TN
39641,MS
18955,PA
73077,OK
56183,MN
35237,AL
43920,OH
75669,TX
69021,NE
13417,NY
56469,MN
91107,CA
31711,GA
59016,MT
59935,MT
65666,MO
48726,MI
14638,NY
85050,AZ
31756,GA
44192,OH
35213,AL
50050,IA
97411,OR
13620,NY
71439,LA
14069,NY
72209,AR
99556,AK
73860,OK
14086,NY
79401,TX
77837,TX
78069,TX
6490,CT
28621,NC
38333,TN
42753,KY
22815,VA
78570,TX
47617,IN
70544,LA
2917,RI
75250,TX
80015,CO
78009,TX
67850,KS
45827,OH
57633,SD
37877,TN
14878,NY
16940,PA
70736,LA
97434,OR
55616,MN
12935,NY
42123,KY
15019,PA
44127,OH
59071,MT
43569,OH
80259,CO
36618,AL
50594,IA
43557,OH
49430,MI
66508,KS
92340,CA
32507,FL
38055,TN
77238,TX
52801,IA
88536,TX
22663,VA
45004,OH
32857,FL
2153,MA
65244,MO
32315,FL
26808,WV
96064,CA
80809,CO
77275,TX
57718,SD
75424,TX
27342,NC
62869,IL
11780,NY
37059,TN
72956,AR
28784,NC
6795,CT
13838,NY
84711,UT
99113,WA
22728,VA
17267,PA
75067,TX
33470,FL
63024,MO
53566,WI
52544,IA
49744,MI
39346,MS
73754,OK
48331,MI
95044,CA
44836,OH
55122,MN
87117,NM
24540,VA
82225,WY
25444,WV
10535,NY
23867,VA
10560,NY
63001,MO
83615,ID
24445,VA
93634,CA
80612,CO
33102,FL
57322,SD
49081,MI
37887,TN
46149,IN
48455,MI
23857,VA
70395,LA
17778,PA
81432,CO
58357,ND
21265,MD
44076,OH
36439,AL
76250,TX
16933,PA
46250,IN
92057,CA
37301,TN
53122,WI
29925,SC
15685,PA
63751,MO
2186,MA
18636,PA
26293,WV
81633,CO
73538,OK
25061,WV
43021,OH
35204,AL
2155,MA
24328,VA
72846,AR
30648,GA
32140,FL
14717,NY
43659,OH
75303,TX
49459,MI
35803,AL
17315,PA
75455,TX
67851,KS
29672,SC
36751,AL
87420,NM
86337,AZ
99761,AK
63303,MO
19075,PA
27562,NC
45342,OH
33187,FL
52208,IA
92603,CA
56114,MN
8511,NJ
64463,MO
6010,CT
70471,LA
65730,MO
29502,SC
1463,MA
43081,OH
10576,NY
48314,MI
80603,CO
80550,CO
39148,MS
63043,MO
32132,FL
98373,WA
7544,NJ
65571,MO
55063,MN
18085,PA
68458,NE
33477,FL
58346,ND
50479,IA
84086,UT
78122,TX
59831,MT
14109,NY
30833,GA
92113,CA
46816,IN
95173,CA
2641,MA
30070,GA
56538,MN
44216,OH
48624,MI
71670,AR
63143,MO
67236,KS
30240,GA
62871,IL
85378,AZ
58626,ND
54227,WI
63111,MO
7630,NJ
6087,CT
96770,HI
29150,SC
62411,IL
14558,NY
66683,KS
32693,FL
98365,WA
54027,WI
98592,WA
50251,IA
66839,KS
55486,MN
45876,OH
26142,WV
66016,KS
50211,IA
22645,VA
68864,NE
21034,MD
67747,KS
67869,KS
29010,SC
28169,NC
36908,AL
58238,ND
53954,WI
32615,FL
81059,CO
92363,CA
99337,WA
53178,WI
64035,MO
60301,IL
97112,OR
55940,MN
24354,VA
42403,KY
45772,OH
33775,FL
54127,WI
73543,OK
4680,ME
91795,CA
48980,MI
48556,MI
38824,MS
19945,DE
49266,MI
33155,FL
20629,MD
69331,NE
41317,KY
91942,CA
49915,MI
24854,WV
90224,CA
3031,NH
43106,OH
19096,PA
76837,TX
13495,NY
59461,MT
48872,MI
36120,AL
55102,MN
81023,CO
49690,MI
64126,MO
30913,GA
78046,TX
83012,WY
93526,CA
1301,MA
80861,CO
8734,NJ
72730,AR
93224,CA
63147,MO
2882,RI
91354,CA
90028,CA
60471,IL
66782,KS
68336,NE
80229,CO
60459,IL
95631,CA
68367,NE
4268,ME
57585,SD
38781,MS
31557,GA
72657,AR
42376,KY
83230,ID
61818,IL
90086,CA
66725,KS
47147,IN
33841,FL
32598,FL
37086,TN
76905,TX
56151,MN
55585,MN
56074,MN
70884,LA
18953,PA
20216,DC
56662,MN
64108,MO
97754,OR
61759,IL
39574,MS
2601,MA
98331,WA
64110,MO
75173,TX
98110,WA
5873,VT
67210,KS
1263,MA
35063,AL
83465,ID
79538,TX
23460,VA
45654,OH
63654,MO
95652,CA
18773,PA
32763,FL
64864,MO
85627,AZ
36251,AL
42631,KY
18705,PA
62766,IL
80214,CO
85224,AZ
47362,IN
55369,MN
47989,IN
55074,MN
33140,FL
98322,WA
13826,NY
30609,GA
66012,KS
83788,ID
80634,CO
8809,NJ
50154,IA
53210,WI
14839,NY
68404,NE
4493,ME
75151,TX
30083,GA
8560,NJ
47719,IN
26716,WV
30288,GA
15028,PA
29303,SC
74943,OK
50626,IA
31510,GA
25544,WV
53172,WI
30170,GA
37025,TN
73018,OK
11693,NY
30410,GA
56733,MN
32603,FL
7737,NJ
41351,KY
14006,NY
37929,TN
33028,FL
4030,ME
75495,TX
23847,VA
79005,TX
46394,IN
65805,MO
13753,NY
20877,MD
19106,PA
56293,MN
95949,CA
40544,KY
18766,PA
36118,AL
15681,PA
23354,VA
75074,TX
7852,NJ
96766,HI
33269,FL
29525,SC
95003,CA
71859,AR
84046,UT
58602,ND
58523,ND
19733,DE
78142,TX
73167,OK
95425,CA
20884,MD
42720,KY
13350,NY
26563,WV
51040,IA
38194,TN
96763,HI
23630,VA
40177,KY
63167,MO
26032,WV
99513,AK
54512,WI
43968,OH
37204,TN
25213,WV
19033,PA
11975,NY
91987,CA
85373,AZ
31498,GA
96821,HI
97918,OR
15447,PA
23234,VA
32906,FL
34235,FL
75834,TX
46545,IN
89109,NV
52768,IA
99632,AK
87724,NM
40118,KY
18842,PA
78040,TX
48229,MI
11590,NY
41603,KY
20217,DC
12177,NY
38754,MS
13654,NY
15549,PA
76307,TX
56237,MN
87575,NM
14141,NY
6752,CT
6712,CT
1806,MA
97256,OR
15329,PA
37865,TN
10285,NY
18081,PA
43217,OH
11731,NY
85318,AZ
70729,LA
33040,FL
27927,NC
46323,IN
41234,KY
5085,VT
95054,CA
96740,HI
97836,OR
19335,PA
40473,KY
54741,WI
64074,MO
92376,CA
84307,UT
58722,ND
49894,MI
7938,NJ
28443,NC
65804,MO
37923,TN
73766,OK
73061,OK
87004,NM
57534,SD
3106,NH
1867,MA
64154,MO
12726,NY
71003,LA
10197,NY
26206,WV
44882,OH
96146,CA
28388,NC
38132,TN
57501,SD
90622,CA
20112,VA
70802,LA
43910,OH
87594,NM
80466,CO
11101,NY
70087,LA
13324,NY
91764,CA
55561,MN
91325,CA
40914,KY
14769,NY
72119,AR
92674,CA
2905,RI
79232,TX
97013,OR
94614,CA
46373,IN
4982,ME
15501,PA
90040,CA
22718,VA
15275,PA
27042,NC
28290,NC
79911,TX
55012,MN
12776,NY
53006,WI
20918,MD
62849,IL
56138,MN
33737,FL
32430,FL
29555,SC
37830,TN
50105,IA
27503,NC
74452,OK
12521,NY
24058,VA
12944,NY
65286,MO
73190,OK
58830,ND
61324,IL
88133,NM
24237,VA
56682,MN
76385,TX
55087,MN
70558,LA
59747,MT
43941,OH
62960,IL
71110,LA
4108,ME
11702,NY
53226,WI
4420,ME
16003,PA
83123,WY
32634,FL
50302,IA
61831,IL
74963,OK
45807,OH
93668,CA
19421,PA
55931,MN
42154,KY
91392,CA
33709,FL
33313,FL
48183,MI
27936,NC
70503,LA
65774,MO
69149,NE
88349,NM
51467,IA
60437,IL
56654,MN
51452,IA
20047,DC
52730,IA
7001,NJ
96046,CA
38733,MS
58452,ND
19193,PA
70777,LA
16366,PA
41214,KY
41222,KY
4742,ME
93646,CA
49738,MI
93933,CA
26270,WV
38487,TN
95559,CA
42051,KY
91407,CA
37847,TN
11737,NY
63352,MO
59483,MT
56586,MN
53582,WI
85543,AZ
15701,PA
17048,PA
57433,SD
94153,CA
91404,CA
80480,CO
68461,NE
55735,MN
29727,SC
27315,NC
14925,NY
97302,OR
53936,WI
1105,MA
46352,IN
29177,SC
1084,MA
55976,MN
55709,MN
1757,MA
61748,IL
23321,VA
38075,TN
62284,IL
25204,WV
24432,VA
87419,NM
56283,MN
43927,OH
24379,VA
36738,AL
14485,NY
48235,MI
40165,KY
39162,MS
23944,VA
48894,MI
7019,NJ
72583,AR
84754,UT
13135,NY
40550,KY
4457,ME
14209,NY
3232,NH
49925,MI
80860,CO
