Product URL,Brand Name,Product Name,Special Price,Regular Price,Sold By,Shipped From,Shipping Cost,Short Description,Long Description,Product Information,Directions,Ingredients,SKU,ASIN,Barcode,Image URLs
https://www.amazon.co.uk/Acer-Aspire-A115-32-15-6-inch-Laptop/dp/B0C4FFMXMF/ref=zg_bs_g_429886031_d_sccl_17/258-9307845-8591226?psc=1,Acer,"Acer Aspire 1 A115-32 Laptop - Intel Celeron N4500, 4GB, 64GB eMMC, Integrated Graphics, 15.6-inch FHD, Windows 11, Silver",,,Acer PC Hardware,,," EFFICIENT PERFORMANCE: The Intel Celeron CPU & 4GB of RAM in the Aspire 1 keep things running smoothly  , MICROSOFT 365: You get a 12 month Microsoft 365 subscription included in the price, giving you Word, Excel, PowerPoint and more - plus 1TB of OneDrive cloud storage  , VISIBLY STUNNING: The 1920x1080 resolution of the 15.6"" Full HD screen provides incredibly sharp detail for a brilliant visual experience  , ALL-DAY BATTERY: The battery lasts up-to 9.5 hours from a single charge, allowing you to use it all day without having to worry about charging  , GET ONLINE WITH EASE: With dual-band Wi-Fi 5, you can connect to the internet in moments, plus lag and drop-outs are reduced to ensure a less frustrating online experience  ",,"{'Brand': 'Acer', 'Product Dimensions': '36.3 x 1.99 x 23.8 cm; 1.65 kg', 'Batteries': '1 Lithium Ion batteries required. (included)', 'Item model number': 'NX.A6WEK.003', 'Manufacturer': 'Acer', 'Series': 'Aspire 1 A115-32', 'Colour': 'Silver', 'Form Factor': 'Laptop', 'Standing screen display size': '15.6 Inches', 'Screen Resolution': '1920 x 1080 pixels', 'Resolution': '1920x1080', 'Processor Brand': 'Intel', 'Processor Type': 'Celeron', 'Processor Speed': '2.8 GHz', 'Processor Count': '2', 'RAM Size': '4', 'Memory Technology': 'DDR4', 'Maximum Memory Supported': '16 GB', 'Hard Drive Size': '64 GB', 'Hard Disk Description': 'Emmc', 'Hard Drive Interface': 'SATA 3 GB/s', 'Audio Details': 'Speakers', 'Speaker Description': 'Built-in speakers', 'Graphics Chipset Brand': 'Intel', 'Graphics Card Description': 'Integrated', 'Graphics RAM Type': 'Shared', 'Graphics Card Interface': 'Integrated', 'Connectivity Type': 'Bluetooth, Wi-Fi', 'Wireless Type': 'Bluetooth, 802.11a/b/g/n/ac', 'Number of USB 2.0 Ports': '1', 'Number of USB 3.0 Ports': '2', 'Voltage': '5 Volts', 'Operating System': 'Windows 11', 'Average Battery Life (in hours)': '9.5 Hours', 'Are Batteries Included': 'Yes', 'Lithium Battery Energy Content': '36.7 Watt Hours', 'Lithium Battery Packaging': 'Batteries contained in equipment', 'Number Of Lithium Ion Cells': '2', 'Item Weight': '1.65 kg', 'Guaranteed software updates until': 'unknown', 'ASIN': 'B0C4FFMXMF', 'Customer Reviews': '4.3 out of 5 stars', 'Best Sellers Rank': '2,206 in Computers & Accessories ( See Top 100 in Computers & Accessories )      16 in  Traditional Laptops', 'Date First Available': '5 May 2023'}",,,B0C4FFMXMF,B0C4FFMXMF,,"https://m.media-amazon.com/images/I/81C96XTT1GL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61cvB3i4u7L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81Mz1TKSvvL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81Fok7LNCDL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/81IjXgTVkuL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/914g0dnlVrL._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61cvB3i4u7L._AC_SL1500_.jpg,https://m.media-amazon.com/images/I/61CUhalWkRL._AC_SL1500_.jpg"
https://www.amazon.co.uk/,,,,,,,,,,{},,,,,,
